month,drug_id,therapy_area,formulary_tier,pharmacy_type,rx_count,total_cost,member_copay,plan_paid,unique_members
2024-02,DRG019,Gastroenterology,2,Retail,2,177.34,35.47,141.87,2
2024-02,DRG019,Gastroenterology,2,Specialty,3,367.65,73.53,294.12,3
2024-02,DRG020,Oncology,5,Mail Order,2,39280.99,23568.59,15712.4,2
2024-02,DRG020,Oncology,5,Retail,1,19536.42,11721.85,7814.57,1
2024-02,DRG020,Oncology,5,Specialty,2,38634.17,23180.51,15453.66,2
2024-03,DRG001,Immunology,4,Mail Order,4,25933.19,11669.94,14263.25,4
2024-03,DRG001,Immunology,4,Retail,2,13072.21,5882.49,7189.72,2
2024-03,DRG001,Immunology,4,Specialty,5,32915.53,14811.99,18103.54,5
2024-03,DRG002,Immunology,4,Mail Order,4,22779.63,10250.83,12528.8,4
2024-03,DRG002,Immunology,4,Retail,3,17413.05,7835.87,9577.18,3
2024-03,DRG002,Immunology,4,Specialty,2,11963.68,5383.65,6580.03,2
2024-03,DRG003,Cardiology,1,Mail Order,3,83.89,8.38,75.51,3
2024-03,DRG003,Cardiology,1,Retail,5,108.86,10.89,97.97,5
2024-03,DRG003,Cardiology,1,Specialty,1,34.24,3.42,30.82,1
2024-03,DRG004,Cardiology,2,Retail,7,182.17,36.42,145.75,7
2024-03,DRG004,Cardiology,2,Specialty,2,111.4,22.28,89.12,2
2024-03,DRG005,Diabetes,1,Mail Order,3,19.47,1.96,17.51,3
2024-03,DRG005,Diabetes,1,Retail,3,15.81,1.58,14.23,3
2024-03,DRG005,Diabetes,1,Specialty,2,24.02,2.4,21.62,2
2024-03,DRG006,Diabetes,3,Mail Order,1,167.45,50.23,117.22,1
2024-03,DRG006,Diabetes,3,Retail,1,254.81,76.44,178.37,1
2024-03,DRG006,Diabetes,3,Specialty,2,350.96,105.29,245.67,2
2024-03,DRG007,Diabetes,3,Retail,1,850.29,255.09,595.2,1
2024-03,DRG007,Diabetes,3,Specialty,4,8404.65,2521.4,5883.25,4
2024-03,DRG008,Oncology,5,Mail Order,2,44752.61,26851.57,17901.04,2
2024-03,DRG008,Oncology,5,Specialty,2,44145.14,26487.08,17658.06,2
2024-03,DRG009,Cardiology,2,Mail Order,2,602.5,120.5,482.0,2
2024-03,DRG009,Cardiology,2,Retail,2,439.36,87.87,351.49,2
2024-03,DRG009,Cardiology,2,Specialty,2,425.66,85.13,340.53,2
2024-03,DRG010,Cardiology,2,Mail Order,1,271.69,54.34,217.35,1
2024-03,DRG010,Cardiology,2,Retail,2,289.86,57.97,231.89,2
2024-03,DRG011,Pulmonology,2,Mail Order,1,95.7,19.14,76.56,1
2024-03,DRG011,Pulmonology,2,Retail,2,363.51,72.7,290.81,2
2024-03,DRG011,Pulmonology,2,Specialty,1,278.44,55.69,222.75,1
2024-03,DRG012,Pulmonology,2,Retail,2,274.0,54.8,219.2,2
2024-03,DRG012,Pulmonology,2,Specialty,3,363.08,72.61,290.47,3
2024-03,DRG013,Dermatology,4,Mail Order,4,72934.98,32820.74,40114.24,4
2024-03,DRG013,Dermatology,4,Retail,4,71497.59,32173.91,39323.68,4
2024-03,DRG013,Dermatology,4,Specialty,4,71481.84,32166.83,39315.01,4
2024-03,DRG014,Dermatology,4,Retail,1,3331.92,1499.36,1832.56,1
2024-03,DRG014,Dermatology,4,Specialty,1,3303.88,1486.75,1817.13,1
2024-03,DRG015,Neurology,4,Mail Order,4,31756.59,14290.45,17466.14,4
2024-03,DRG015,Neurology,4,Retail,1,8489.32,3820.19,4669.13,1
2024-03,DRG015,Neurology,4,Specialty,2,16549.97,7447.48,9102.49,2
2024-03,DRG016,Cardiology,1,Mail Order,1,8.89,0.89,8.0,1
2024-03,DRG016,Cardiology,1,Retail,2,5.91,0.59,5.32,2
2024-03,DRG016,Cardiology,1,Specialty,1,3.02,0.3,2.72,1
2024-03,DRG017,Cardiology,1,Retail,2,7.82,0.78,7.04,2
2024-03,DRG017,Cardiology,1,Specialty,2,11.71,1.18,10.53,2
2024-03,DRG018,Gastroenterology,1,Mail Order,2,24.6,2.46,22.14,2
2024-03,DRG018,Gastroenterology,1,Retail,2,30.99,3.1,27.89,2
2024-03,DRG018,Gastroenterology,1,Specialty,3,24.13,2.42,21.71,3
2024-03,DRG019,Gastroenterology,2,Mail Order,1,133.41,26.68,106.73,1
2024-03,DRG019,Gastroenterology,2,Retail,2,186.03,37.21,148.82,2
2024-03,DRG020,Oncology,5,Mail Order,3,57811.12,34686.68,23124.44,3
2024-03,DRG020,Oncology,5,Retail,1,18484.7,11090.82,7393.88,1
2024-03,DRG020,Oncology,5,Specialty,2,38170.24,22902.14,15268.1,2
2024-04,DRG001,Immunology,4,Mail Order,3,19420.94,8739.42,10681.52,3
2024-04,DRG001,Immunology,4,Specialty,4,25952.67,11678.71,14273.96,4
2024-04,DRG002,Immunology,4,Mail Order,1,5743.45,2584.55,3158.9,1
2024-04,DRG002,Immunology,4,Retail,1,6000.22,2700.1,3300.12,1
2024-04,DRG002,Immunology,4,Specialty,5,28836.28,12976.33,15859.95,5
2024-04,DRG003,Cardiology,1,Mail Order,1,12.3,1.23,11.07,1
2024-04,DRG003,Cardiology,1,Retail,2,48.67,4.87,43.8,2
2024-04,DRG003,Cardiology,1,Specialty,2,23.13,2.32,20.81,2
2024-04,DRG004,Cardiology,2,Mail Order,2,90.82,18.16,72.66,2
2024-04,DRG004,Cardiology,2,Retail,1,53.71,10.74,42.97,1
2024-04,DRG004,Cardiology,2,Specialty,2,72.01,14.4,57.61,2
2024-04,DRG005,Diabetes,1,Mail Order,1,7.85,0.79,7.06,1
2024-04,DRG005,Diabetes,1,Retail,2,8.19,0.82,7.37,2
2024-04,DRG005,Diabetes,1,Specialty,2,23.8,2.38,21.42,2
2024-04,DRG006,Diabetes,3,Mail Order,2,521.43,156.43,365.0,2
2024-04,DRG006,Diabetes,3,Retail,2,263.42,79.02,184.4,2
2024-04,DRG006,Diabetes,3,Specialty,1,257.21,77.16,180.05,1
2024-04,DRG007,Diabetes,3,Mail Order,4,7596.7,2279.01,5317.69,4
2024-04,DRG007,Diabetes,3,Retail,2,2640.77,792.24,1848.53,2
2024-04,DRG007,Diabetes,3,Specialty,2,4178.42,1253.53,2924.89,2
2024-04,DRG008,Oncology,5,Mail Order,2,44355.3,26613.18,17742.12,2
2024-04,DRG008,Oncology,5,Retail,2,44906.96,26944.18,17962.78,2
2024-04,DRG008,Oncology,5,Specialty,5,108438.98,65063.38,43375.6,5
2024-04,DRG009,Cardiology,2,Specialty,4,1291.31,258.27,1033.04,4
2024-04,DRG010,Cardiology,2,Mail Order,2,277.99,55.6,222.39,2
2024-04,DRG010,Cardiology,2,Retail,1,416.76,83.35,333.41,1
2024-04,DRG010,Cardiology,2,Specialty,1,432.19,86.44,345.75,1
2024-04,DRG011,Pulmonology,2,Mail Order,1,188.64,37.73,150.91,1
2024-04,DRG011,Pulmonology,2,Retail,1,276.89,55.38,221.51,1
2024-04,DRG012,Pulmonology,2,Mail Order,2,176.97,35.39,141.58,2
2024-04,DRG012,Pulmonology,2,Retail,1,256.58,51.32,205.26,1
2024-04,DRG012,Pulmonology,2,Specialty,3,549.03,109.81,439.22,3
2024-04,DRG013,Dermatology,4,Mail Order,2,35746.58,16085.96,19660.62,2
2024-04,DRG013,Dermatology,4,Retail,4,72749.16,32737.13,40012.03,4
2024-04,DRG013,Dermatology,4,Specialty,1,17651.07,7942.98,9708.09,1
2024-04,DRG014,Dermatology,4,Mail Order,5,15989.44,7195.25,8794.19,5
2024-04,DRG014,Dermatology,4,Retail,5,16220.14,7299.06,8921.08,5
2024-04,DRG014,Dermatology,4,Specialty,2,6345.58,2855.51,3490.07,2
2024-04,DRG015,Neurology,4,Mail Order,6,48065.05,21629.26,26435.79,6
2024-04,DRG015,Neurology,4,Retail,2,15873.31,7142.99,8730.32,2
2024-04,DRG015,Neurology,4,Specialty,4,32300.31,14535.14,17765.17,4
2024-04,DRG016,Cardiology,1,Mail Order,4,30.17,3.01,27.16,4
2024-04,DRG016,Cardiology,1,Retail,1,2.9,0.29,2.61,1
2024-04,DRG016,Cardiology,1,Specialty,2,8.95,0.9,8.05,2
2024-04,DRG017,Cardiology,1,Mail Order,4,32.06,3.21,28.85,4
2024-04,DRG017,Cardiology,1,Retail,3,24.45,2.45,22.0,3
2024-04,DRG017,Cardiology,1,Specialty,3,23.52,2.36,21.16,3
2024-04,DRG018,Gastroenterology,1,Retail,1,5.9,0.59,5.31,1
2024-04,DRG018,Gastroenterology,1,Specialty,3,35.05,3.51,31.54,3
2024-04,DRG019,Gastroenterology,2,Retail,1,130.35,26.07,104.28,1
2024-04,DRG019,Gastroenterology,2,Specialty,2,173.38,34.68,138.7,2
2024-04,DRG020,Oncology,5,Mail Order,3,56976.34,34185.8,22790.54,3
2024-04,DRG020,Oncology,5,Retail,3,58722.82,35233.69,23489.13,3
2024-04,DRG020,Oncology,5,Specialty,2,38679.86,23207.91,15471.95,2
2024-05,DRG001,Immunology,4,Mail Order,1,6807.16,3063.22,3743.94,1
2024-05,DRG001,Immunology,4,Retail,2,12847.05,5781.17,7065.88,2
2024-05,DRG001,Immunology,4,Specialty,1,6333.83,2850.22,3483.61,1
2024-05,DRG002,Immunology,4,Mail Order,3,17474.94,7863.73,9611.21,3
2024-05,DRG002,Immunology,4,Retail,5,28613.34,12876.01,15737.33,5
2024-05,DRG003,Cardiology,1,Mail Order,2,46.41,4.64,41.77,2
2024-05,DRG003,Cardiology,1,Retail,4,92.76,9.28,83.48,4
2024-05,DRG003,Cardiology,1,Specialty,1,12.24,1.22,11.02,1
2024-05,DRG004,Cardiology,2,Mail Order,6,197.45,39.5,157.95,6
2024-05,DRG004,Cardiology,2,Retail,5,202.36,40.47,161.89,5
2024-05,DRG005,Diabetes,1,Mail Order,4,27.72,2.78,24.94,4
2024-05,DRG005,Diabetes,1,Retail,6,51.62,5.17,46.45,6
2024-05,DRG005,Diabetes,1,Specialty,4,31.86,3.19,28.67,4
2024-05,DRG006,Diabetes,3,Mail Order,1,82.65,24.8,57.85,1
2024-05,DRG006,Diabetes,3,Retail,2,511.48,153.44,358.04,2
2024-05,DRG006,Diabetes,3,Specialty,2,419.02,125.71,293.31,2
2024-05,DRG007,Diabetes,3,Mail Order,5,9509.62,2852.88,6656.74,5
2024-05,DRG007,Diabetes,3,Retail,2,4415.11,1324.54,3090.57,2
2024-05,DRG007,Diabetes,3,Specialty,5,5940.77,1782.23,4158.54,5
2024-05,DRG008,Oncology,5,Retail,2,44819.38,26891.62,17927.76,2
2024-05,DRG008,Oncology,5,Specialty,5,110086.08,66051.65,44034.43,5
2024-05,DRG009,Cardiology,2,Mail Order,4,867.13,173.43,693.7,4
2024-05,DRG009,Cardiology,2,Retail,1,441.46,88.29,353.17,1
2024-05,DRG009,Cardiology,2,Specialty,1,151.89,30.38,121.51,1
2024-05,DRG010,Cardiology,2,Mail Order,3,707.31,141.46,565.85,3
2024-05,DRG010,Cardiology,2,Retail,1,266.91,53.38,213.53,1
2024-05,DRG010,Cardiology,2,Specialty,2,427.8,85.56,342.24,2
2024-05,DRG011,Pulmonology,2,Mail Order,2,477.45,95.49,381.96,2
2024-05,DRG011,Pulmonology,2,Specialty,3,675.03,135.0,540.03,3
2024-05,DRG012,Pulmonology,2,Mail Order,1,172.0,34.4,137.6,1
2024-05,DRG012,Pulmonology,2,Retail,2,275.47,55.09,220.38,2
2024-05,DRG012,Pulmonology,2,Specialty,2,369.01,73.81,295.2,2
2024-05,DRG013,Dermatology,4,Mail Order,3,55357.76,24910.99,30446.77,3
2024-05,DRG013,Dermatology,4,Retail,2,36920.63,16614.29,20306.34,2
2024-05,DRG013,Dermatology,4,Specialty,3,54534.7,24540.61,29994.09,3
2024-05,DRG014,Dermatology,4,Mail Order,2,6515.6,2932.02,3583.58,2
2024-05,DRG014,Dermatology,4,Retail,4,13058.91,5876.52,7182.39,4
2024-05,DRG014,Dermatology,4,Specialty,2,6438.21,2897.19,3541.02,2
2024-05,DRG015,Neurology,4,Mail Order,1,7932.33,3569.55,4362.78,1
2024-05,DRG015,Neurology,4,Retail,3,24179.58,10880.8,13298.78,3
2024-05,DRG015,Neurology,4,Specialty,1,7865.09,3539.29,4325.8,1
2024-05,DRG016,Cardiology,1,Retail,1,9.04,0.9,8.14,1
2024-05,DRG016,Cardiology,1,Specialty,3,20.77,2.08,18.69,3
2024-05,DRG017,Cardiology,1,Mail Order,1,7.82,0.78,7.04,1
2024-05,DRG017,Cardiology,1,Retail,6,43.74,4.39,39.35,6
2024-05,DRG018,Gastroenterology,1,Mail Order,7,60.65,6.06,54.59,7
2024-05,DRG018,Gastroenterology,1,Retail,2,18.75,1.88,16.87,2
2024-05,DRG018,Gastroenterology,1,Specialty,5,48.87,4.89,43.98,5
2024-05,DRG019,Gastroenterology,2,Mail Order,3,221.72,44.34,177.38,3
2024-05,DRG019,Gastroenterology,2,Retail,5,500.68,100.13,400.55,5
2024-05,DRG020,Oncology,5,Mail Order,2,38785.91,23271.55,15514.36,2
2024-05,DRG020,Oncology,5,Retail,3,57547.59,34528.56,23019.03,3
2024-05,DRG020,Oncology,5,Specialty,1,18735.11,11241.07,7494.04,1
2024-06,DRG001,Immunology,4,Mail Order,1,6334.05,2850.32,3483.73,1
2024-06,DRG001,Immunology,4,Retail,1,6600.35,2970.16,3630.19,1
2024-06,DRG001,Immunology,4,Specialty,5,31858.09,14336.15,17521.94,5
2024-06,DRG002,Immunology,4,Mail Order,2,11371.22,5117.04,6254.18,2
2024-06,DRG002,Immunology,4,Retail,4,23269.96,10471.48,12798.48,4
2024-06,DRG002,Immunology,4,Specialty,2,11562.45,5203.1,6359.35,2
2024-06,DRG003,Cardiology,1,Mail Order,1,24.52,2.45,22.07,1
2024-06,DRG003,Cardiology,1,Retail,6,146.13,14.6,131.53,6
2024-06,DRG003,Cardiology,1,Specialty,6,156.94,15.69,141.25,6
2024-06,DRG004,Cardiology,2,Mail Order,4,141.35,28.27,113.08,4
2024-06,DRG004,Cardiology,2,Retail,2,91.16,18.23,72.93,2
2024-06,DRG005,Diabetes,1,Mail Order,3,23.73,2.38,21.35,3
2024-06,DRG005,Diabetes,1,Retail,3,24.04,2.4,21.64,3
2024-06,DRG005,Diabetes,1,Specialty,6,55.6,5.57,50.03,6
2024-06,DRG006,Diabetes,3,Mail Order,2,415.03,124.5,290.53,2
2024-06,DRG006,Diabetes,3,Retail,3,516.84,155.05,361.79,3
2024-06,DRG006,Diabetes,3,Specialty,4,514.5,154.36,360.14,4
2024-06,DRG007,Diabetes,3,Mail Order,1,1736.7,521.01,1215.69,1
2024-06,DRG007,Diabetes,3,Retail,3,6657.94,1997.39,4660.55,3
2024-06,DRG008,Oncology,5,Mail Order,1,21570.86,12942.52,8628.34,1
2024-06,DRG008,Oncology,5,Retail,1,20944.89,12566.93,8377.96,1
2024-06,DRG008,Oncology,5,Specialty,5,108527.01,65116.21,43410.8,5
2024-06,DRG009,Cardiology,2,Mail Order,2,575.2,115.04,460.16,2
2024-06,DRG009,Cardiology,2,Retail,5,1038.93,207.78,831.15,5
2024-06,DRG010,Cardiology,2,Mail Order,2,554.26,110.85,443.41,2
2024-06,DRG010,Cardiology,2,Specialty,2,836.39,167.28,669.11,2
2024-06,DRG011,Pulmonology,2,Mail Order,1,95.72,19.14,76.58,1
2024-06,DRG011,Pulmonology,2,Retail,2,580.44,116.08,464.36,2
2024-06,DRG011,Pulmonology,2,Specialty,2,483.07,96.62,386.45,2
2024-06,DRG012,Pulmonology,2,Mail Order,2,267.32,53.47,213.85,2
2024-06,DRG012,Pulmonology,2,Retail,2,531.4,106.28,425.12,2
2024-06,DRG012,Pulmonology,2,Specialty,4,790.87,158.18,632.69,4
2024-06,DRG013,Dermatology,4,Mail Order,1,17842.97,8029.34,9813.63,1
2024-06,DRG013,Dermatology,4,Retail,1,17700.6,7965.27,9735.33,1
2024-06,DRG013,Dermatology,4,Specialty,2,35417.29,15937.78,19479.51,2
2024-06,DRG014,Dermatology,4,Mail Order,2,6463.01,2908.36,3554.65,2
2024-06,DRG014,Dermatology,4,Retail,2,6495.77,2923.09,3572.68,2
2024-06,DRG014,Dermatology,4,Specialty,2,6400.88,2880.4,3520.48,2
2024-06,DRG015,Neurology,4,Mail Order,3,23881.54,10746.7,13134.84,3
2024-06,DRG015,Neurology,4,Retail,3,24324.84,10946.18,13378.66,3
2024-06,DRG015,Neurology,4,Specialty,6,48827.49,21972.37,26855.12,6
2024-06,DRG016,Cardiology,1,Mail Order,5,30.0,3.0,27.0,5
2024-06,DRG016,Cardiology,1,Specialty,3,24.39,2.45,21.94,3
2024-06,DRG017,Cardiology,1,Mail Order,1,7.69,0.77,6.92,1
2024-06,DRG017,Cardiology,1,Retail,5,43.5,4.35,39.15,5
2024-06,DRG017,Cardiology,1,Specialty,2,8.06,0.8,7.26,2
2024-06,DRG018,Gastroenterology,1,Mail Order,1,12.08,1.21,10.87,1
2024-06,DRG018,Gastroenterology,1,Retail,2,18.54,1.85,16.69,2
2024-06,DRG018,Gastroenterology,1,Specialty,5,47.48,4.75,42.73,5
2024-06,DRG019,Gastroenterology,2,Mail Order,1,44.71,8.94,35.77,1
2024-06,DRG019,Gastroenterology,2,Retail,1,85.77,17.15,68.62,1
2024-06,DRG019,Gastroenterology,2,Specialty,3,269.94,53.99,215.95,3
2024-06,DRG020,Oncology,5,Mail Order,5,93513.82,56108.29,37405.53,5
2024-06,DRG020,Oncology,5,Retail,3,57912.87,34747.72,23165.15,3
2024-06,DRG020,Oncology,5,Specialty,3,57813.34,34688.0,23125.34,3
2024-07,DRG001,Immunology,4,Mail Order,4,26015.54,11706.99,14308.55,4
2024-07,DRG001,Immunology,4,Retail,1,6186.44,2783.9,3402.54,1
2024-07,DRG001,Immunology,4,Specialty,1,6583.85,2962.73,3621.12,1
2024-07,DRG002,Immunology,4,Mail Order,2,11891.28,5351.08,6540.2,2
2024-07,DRG002,Immunology,4,Retail,3,17458.22,7856.2,9602.02,3
2024-07,DRG002,Immunology,4,Specialty,3,17347.3,7806.28,9541.02,3
2024-07,DRG003,Cardiology,1,Retail,2,35.45,3.54,31.91,2
2024-07,DRG003,Cardiology,1,Specialty,3,71.95,7.19,64.76,3
2024-07,DRG004,Cardiology,2,Mail Order,1,35.73,7.15,28.58,1
2024-07,DRG004,Cardiology,2,Retail,2,110.9,22.18,88.72,2
2024-07,DRG004,Cardiology,2,Specialty,4,204.52,40.91,163.61,4
2024-07,DRG005,Diabetes,1,Mail Order,1,7.68,0.77,6.91,1
2024-07,DRG005,Diabetes,1,Retail,2,20.59,2.06,18.53,2
2024-07,DRG005,Diabetes,1,Specialty,5,39.42,3.95,35.47,5
2024-07,DRG006,Diabetes,3,Mail Order,3,586.13,175.84,410.29,3
2024-07,DRG006,Diabetes,3,Retail,1,88.69,26.61,62.08,1
2024-07,DRG006,Diabetes,3,Specialty,1,164.64,49.39,115.25,1
2024-07,DRG007,Diabetes,3,Mail Order,1,856.29,256.89,599.4,1
2024-07,DRG007,Diabetes,3,Retail,1,1621.96,486.59,1135.37,1
2024-07,DRG007,Diabetes,3,Specialty,4,8337.08,2501.12,5835.96,4
2024-07,DRG008,Oncology,5,Mail Order,4,88597.22,53158.32,35438.9,4
2024-07,DRG008,Oncology,5,Retail,7,154011.72,92407.02,61604.7,7
2024-07,DRG008,Oncology,5,Specialty,4,87328.88,52397.32,34931.56,4
2024-07,DRG009,Cardiology,2,Mail Order,1,447.35,89.47,357.88,1
2024-07,DRG009,Cardiology,2,Retail,4,866.73,173.34,693.39,4
2024-07,DRG009,Cardiology,2,Specialty,5,1306.54,261.3,1045.24,5
2024-07,DRG010,Cardiology,2,Mail Order,2,419.32,83.86,335.46,2
2024-07,DRG010,Cardiology,2,Retail,1,142.27,28.45,113.82,1
2024-07,DRG010,Cardiology,2,Specialty,1,291.95,58.39,233.56,1
2024-07,DRG011,Pulmonology,2,Mail Order,3,463.02,92.6,370.42,3
2024-07,DRG011,Pulmonology,2,Retail,2,382.92,76.58,306.34,2
2024-07,DRG011,Pulmonology,2,Specialty,2,574.89,114.98,459.91,2
2024-07,DRG012,Pulmonology,2,Mail Order,1,176.76,35.35,141.41,1
2024-07,DRG012,Pulmonology,2,Retail,1,181.04,36.21,144.83,1
2024-07,DRG012,Pulmonology,2,Specialty,3,358.96,71.79,287.17,3
2024-07,DRG013,Dermatology,4,Mail Order,5,90264.17,40618.88,49645.29,5
2024-07,DRG013,Dermatology,4,Retail,4,71229.3,32053.18,39176.12,4
2024-07,DRG013,Dermatology,4,Specialty,2,36071.78,16232.3,19839.48,2
2024-07,DRG014,Dermatology,4,Mail Order,3,9692.2,4361.49,5330.71,3
2024-07,DRG014,Dermatology,4,Retail,2,6401.62,2880.73,3520.89,2
2024-07,DRG014,Dermatology,4,Specialty,4,12663.02,5698.36,6964.66,4
2024-07,DRG015,Neurology,4,Retail,1,8447.17,3801.23,4645.94,1
2024-07,DRG015,Neurology,4,Specialty,2,16924.92,7616.22,9308.7,2
2024-07,DRG016,Cardiology,1,Mail Order,5,24.21,2.43,21.78,5
2024-07,DRG016,Cardiology,1,Retail,3,8.88,0.89,7.99,3
2024-07,DRG016,Cardiology,1,Specialty,6,44.94,4.49,40.45,6
2024-07,DRG017,Cardiology,1,Mail Order,1,4.16,0.42,3.74,1
2024-07,DRG017,Cardiology,1,Retail,5,27.46,2.74,24.72,5
2024-07,DRG017,Cardiology,1,Specialty,2,11.83,1.18,10.65,2
2024-07,DRG018,Gastroenterology,1,Mail Order,2,23.63,2.36,21.27,2
2024-07,DRG018,Gastroenterology,1,Retail,3,42.21,4.23,37.98,3
2024-07,DRG018,Gastroenterology,1,Specialty,3,41.0,4.11,36.89,3
2024-07,DRG019,Gastroenterology,2,Mail Order,4,265.98,53.2,212.78,4
2024-07,DRG019,Gastroenterology,2,Retail,3,310.3,62.05,248.25,3
2024-07,DRG020,Oncology,5,Mail Order,4,75056.2,45033.72,30022.48,4
2024-07,DRG020,Oncology,5,Retail,2,37485.17,22491.1,14994.07,2
2024-07,DRG020,Oncology,5,Specialty,3,56467.03,33880.21,22586.82,3
2024-08,DRG001,Immunology,4,Mail Order,3,19108.94,8599.02,10509.92,3
2024-08,DRG001,Immunology,4,Retail,1,6733.19,3029.94,3703.25,1
2024-08,DRG001,Immunology,4,Specialty,1,6476.65,2914.49,3562.16,1
2024-08,DRG002,Immunology,4,Mail Order,2,11673.76,5253.2,6420.56,2
2024-08,DRG002,Immunology,4,Retail,2,11691.78,5261.31,6430.47,2
2024-08,DRG002,Immunology,4,Specialty,7,40983.89,18442.74,22541.15,7
2024-08,DRG003,Cardiology,1,Mail Order,1,24.05,2.41,21.64,1
2024-08,DRG003,Cardiology,1,Retail,2,35.42,3.54,31.88,2
2024-08,DRG003,Cardiology,1,Specialty,1,11.57,1.16,10.41,1
2024-08,DRG004,Cardiology,2,Mail Order,3,109.19,21.84,87.35,3
2024-08,DRG004,Cardiology,2,Retail,5,180.39,36.08,144.31,5
2024-08,DRG005,Diabetes,1,Mail Order,1,12.56,1.26,11.3,1
2024-08,DRG005,Diabetes,1,Retail,3,19.87,1.99,17.88,3
2024-08,DRG005,Diabetes,1,Specialty,2,11.86,1.18,10.68,2
2024-08,DRG006,Diabetes,3,Mail Order,2,425.73,127.72,298.01,2
2024-08,DRG006,Diabetes,3,Retail,5,600.42,180.12,420.3,5
2024-08,DRG006,Diabetes,3,Specialty,2,355.72,106.72,249.0,2
2024-08,DRG007,Diabetes,3,Mail Order,3,7055.3,2116.59,4938.71,3
2024-08,DRG007,Diabetes,3,Retail,1,2663.9,799.17,1864.73,1
2024-08,DRG007,Diabetes,3,Specialty,4,8474.53,2542.36,5932.17,4
2024-08,DRG008,Oncology,5,Mail Order,1,21067.28,12640.37,8426.91,1
2024-08,DRG008,Oncology,5,Retail,5,110087.17,66052.3,44034.87,5
2024-08,DRG008,Oncology,5,Specialty,4,89365.3,53619.18,35746.12,4
2024-08,DRG009,Cardiology,2,Mail Order,3,560.83,112.17,448.66,3
2024-08,DRG009,Cardiology,2,Retail,1,440.27,88.05,352.22,1
2024-08,DRG009,Cardiology,2,Specialty,1,433.51,86.7,346.81,1
2024-08,DRG010,Cardiology,2,Mail Order,4,833.23,166.64,666.59,4
2024-08,DRG010,Cardiology,2,Retail,6,1273.28,254.67,1018.61,6
2024-08,DRG010,Cardiology,2,Specialty,2,567.26,113.45,453.81,2
2024-08,DRG011,Pulmonology,2,Mail Order,3,373.61,74.72,298.89,3
2024-08,DRG011,Pulmonology,2,Retail,1,93.45,18.69,74.76,1
2024-08,DRG011,Pulmonology,2,Specialty,1,98.31,19.66,78.65,1
2024-08,DRG012,Pulmonology,2,Mail Order,1,90.69,18.14,72.55,1
2024-08,DRG012,Pulmonology,2,Retail,2,526.98,105.39,421.59,2
2024-08,DRG013,Dermatology,4,Mail Order,2,36373.71,16368.17,20005.54,2
2024-08,DRG013,Dermatology,4,Specialty,1,18829.58,8473.31,10356.27,1
2024-08,DRG014,Dermatology,4,Mail Order,4,12739.98,5732.99,7006.99,4
2024-08,DRG014,Dermatology,4,Retail,1,3235.51,1455.98,1779.53,1
2024-08,DRG014,Dermatology,4,Specialty,2,6498.2,2924.19,3574.01,2
2024-08,DRG015,Neurology,4,Mail Order,2,15679.98,7055.99,8623.99,2
2024-08,DRG015,Neurology,4,Retail,3,24748.68,11136.9,13611.78,3
2024-08,DRG015,Neurology,4,Specialty,2,16566.17,7454.78,9111.39,2
2024-08,DRG016,Cardiology,1,Mail Order,2,5.84,0.59,5.25,2
2024-08,DRG016,Cardiology,1,Retail,3,27.15,2.71,24.44,3
2024-08,DRG016,Cardiology,1,Specialty,4,26.71,2.67,24.04,4
2024-08,DRG017,Cardiology,1,Mail Order,3,27.53,2.75,24.78,3
2024-08,DRG017,Cardiology,1,Retail,3,20.33,2.03,18.3,3
2024-08,DRG017,Cardiology,1,Specialty,2,11.76,1.17,10.59,2
2024-08,DRG018,Gastroenterology,1,Mail Order,3,30.42,3.05,27.37,3
2024-08,DRG018,Gastroenterology,1,Retail,5,53.48,5.36,48.12,5
2024-08,DRG018,Gastroenterology,1,Specialty,4,36.1,3.61,32.49,4
2024-08,DRG019,Gastroenterology,2,Mail Order,2,89.76,17.95,71.81,2
2024-08,DRG019,Gastroenterology,2,Retail,4,452.22,90.43,361.79,4
2024-08,DRG019,Gastroenterology,2,Specialty,2,222.88,44.57,178.31,2
2024-08,DRG020,Oncology,5,Mail Order,4,76609.99,45966.0,30643.99,4
2024-08,DRG020,Oncology,5,Retail,2,37927.92,22756.76,15171.16,2
2024-08,DRG020,Oncology,5,Specialty,4,76549.49,45929.7,30619.79,4
2024-09,DRG001,Immunology,4,Mail Order,6,39105.95,17597.68,21508.27,6
2024-09,DRG001,Immunology,4,Retail,3,20058.92,9026.51,11032.41,3
2024-09,DRG001,Immunology,4,Specialty,1,6242.44,2809.1,3433.34,1
2024-09,DRG002,Immunology,4,Mail Order,3,17178.32,7730.25,9448.07,3
2024-09,DRG002,Immunology,4,Retail,2,11845.92,5330.66,6515.26,2
2024-09,DRG002,Immunology,4,Specialty,1,5714.75,2571.64,3143.11,1
2024-09,DRG003,Cardiology,1,Mail Order,4,107.42,10.74,96.68,4
2024-09,DRG003,Cardiology,1,Specialty,2,36.64,3.67,32.97,2
2024-09,DRG004,Cardiology,2,Mail Order,1,34.45,6.89,27.56,1
2024-09,DRG004,Cardiology,2,Specialty,1,55.06,11.01,44.05,1
2024-09,DRG005,Diabetes,1,Mail Order,1,12.39,1.24,11.15,1
2024-09,DRG005,Diabetes,1,Retail,1,8.08,0.81,7.27,1
2024-09,DRG005,Diabetes,1,Specialty,2,8.08,0.81,7.27,2
